GANTT_FILE


# sequences   = 32
# motifs      = 99
motif length  = 10


species sequence lengths:

	human      : 2000
	orangutan  : 2000
	gibbon     : 2000
	baboon     : 2000
	macaque    : 2000
	galago     : 2000
	rabbit     : 2000
	gpig       : 2000
	mouse      : 2000
	nrat       : 2000
	squirrel   : 2000
	eushrew    : 2000
	megabat    : 2000
	microbat   : 2000
	orca       : 2000
	dolphin    : 2000
	sheep      : 2000
	cow        : 2000
	horse      : 2000
	rhino      : 2000
	cat        : 2000
	ferret     : 2000
	dog        : 2000
	walrus     : 2000
	panda      : 2000
	armadillo  : 2000
	elephant   : 2000
	manatee    : 2000
	turtle     : 2000
	chicken    : 1662
	wfrog      : 2000
	coelacanth : 2000


Motif number	Species   	Position	F/R	Match score
          70	eushrew   	1560    	F	8       
          70	megabat   	284     	F	8       
          70	megabat   	1171    	F	8       
          70	megabat   	1197    	R	8       
          70	megabat   	1293    	R	8       
          70	microbat  	449     	F	8       
          70	microbat  	1016    	R	8       
          70	microbat  	1203    	R	8       
          70	microbat  	1322    	R	8       
          70	microbat  	1324    	R	8       
          70	microbat  	1330    	F	8       
          70	microbat  	1564    	R	8       
          70	microbat  	1847    	F	8       
          70	orca      	1390    	F	8       
          70	orca      	1405    	F	8       
          70	orca      	1430    	R	8       
          70	orca      	1943    	F	8       
          70	dolphin   	1160    	F	8       
          70	dolphin   	1175    	F	8       
          70	dolphin   	1200    	R	8       
          70	dolphin   	1943    	F	8       
          70	sheep     	1394    	F	8       
          70	sheep     	1482    	F	8       
          70	sheep     	1523    	R	8       
          70	sheep     	1536    	R	8       
          70	cow       	1287    	F	8       
          70	cow       	1340    	R	8       
          70	cow       	1375    	F	8       
          70	cow       	1428    	R	8       
          70	horse     	786     	F	8       
          70	horse     	1203    	R	8       
          70	horse     	1325    	F	8       
          70	horse     	1417    	F	8       
          70	horse     	1533    	R	8       
          70	rhino     	213     	F	8       
          70	rhino     	576     	F	8       
          70	rhino     	1058    	F	8       
          70	rhino     	1387    	F	8       
          70	rhino     	1458    	R	8       
          70	rhino     	1886    	R	8       
          70	cat       	532     	F	8       
          70	cat       	1435    	F	8       
          70	cat       	1476    	R	8       
          70	cat       	1600    	R	8       
          70	ferret    	809     	F	8       
          70	ferret    	1210    	F	8       
          70	ferret    	1617    	R	8       
          70	ferret    	1907    	F	8       
          70	dog       	1059    	F	8       
          70	dog       	1347    	F	8       
          70	dog       	1444    	F	8       
          70	dog       	1485    	R	8       
          70	dog       	1573    	R	8       
          70	dog       	1839    	R	8       
          70	walrus    	1068    	F	8       
          70	walrus    	1379    	F	8       
          70	walrus    	1471    	F	8       
          70	walrus    	1512    	R	8       
          70	walrus    	1636    	R	8       
          70	walrus    	1875    	R	8       
          70	panda     	790     	F	8       
          70	panda     	1169    	F	8       
          70	panda     	1217    	R	8       
          70	panda     	1341    	R	8       
          70	panda     	1846    	F	8       
          70	armadillo 	1253    	R	9       
          70	elephant  	810     	F	8       
          70	elephant  	1247    	R	8       
          70	elephant  	1249    	R	8       
          70	elephant  	1542    	F	8       
          70	elephant  	1872    	F	8       
          70	manatee   	469     	F	8       
          70	manatee   	1231    	R	8       
          70	manatee   	1233    	R	8       
          70	turtle    	1830    	F	8       
          70	chicken   	1007    	F	8       
          70	chicken   	1414    	R	8       
          70	wfrog     	780     	F	7       
          70	wfrog     	785     	F	7       
          70	wfrog     	787     	F	7       
          70	wfrog     	1687    	R	7       
          70	wfrog     	1741    	R	7       
          70	wfrog     	1799    	F	7       
          70	coelacanth	110     	F	7       
          70	coelacanth	890     	R	7       
          70	coelacanth	1455    	R	7       
          70	coelacanth	1460    	R	7       

          71	human     	25      	F	7       
          71	human     	61      	R	7       
          71	human     	479     	R	7       
          71	human     	728     	F	7       
          71	human     	803     	F	7       
          71	human     	809     	F	7       
          71	human     	815     	R	7       
          71	human     	1127    	R	7       
          71	human     	1128    	R	7       
          71	human     	1132    	R	7       
          71	human     	1164    	R	7       
          71	human     	1353    	R	7       
          71	human     	1394    	R	7       
          71	human     	1422    	F	7       
          71	human     	1609    	F	7       
          71	human     	1630    	F	7       
          71	human     	1715    	F	7       
          71	human     	1737    	R	7       
          71	human     	1857    	R	7       
          71	human     	1914    	F	7       
          71	human     	1963    	R	7       
          71	orangutan 	983     	R	8       
          71	gibbon    	1776    	R	8       
          71	baboon    	354     	F	8       
          71	baboon    	1424    	R	8       
          71	macaque   	478     	R	8       
          71	galago    	1414    	R	9       
          71	rabbit    	412     	F	9       
          71	rabbit    	1278    	R	9       
          71	gpig      	102     	F	8       
          71	gpig      	521     	F	8       
          71	gpig      	818     	R	8       
          71	gpig      	1212    	F	8       
          71	gpig      	1324    	F	8       
          71	mouse     	589     	F	9       
          71	nrat      	669     	F	8       
          71	nrat      	1330    	R	8       
          71	squirrel  	56      	R	7       
          71	squirrel  	459     	F	7       
          71	squirrel  	493     	F	7       
          71	squirrel  	730     	R	7       
          71	squirrel  	865     	R	7       
          71	squirrel  	866     	R	7       
          71	squirrel  	909     	R	7       
          71	squirrel  	994     	F	7       
          71	squirrel  	1364    	F	7       
          71	squirrel  	1403    	F	7       
          71	squirrel  	1448    	F	7       
          71	squirrel  	1513    	R	7       
          71	squirrel  	1590    	R	7       
          71	squirrel  	1647    	F	7       
          71	squirrel  	1751    	R	7       
          71	squirrel  	1915    	F	7       
          71	eushrew   	312     	F	8       
          71	eushrew   	536     	F	8       
          71	eushrew   	1183    	R	8       
          71	eushrew   	1208    	R	8       
          71	megabat   	1310    	F	9       
          71	microbat  	443     	F	8       
          71	microbat  	806     	R	8       
          71	microbat  	1080    	R	8       
          71	microbat  	1879    	F	8       
          71	orca      	1541    	F	8       
          71	orca      	1553    	F	8       
          71	dolphin   	498     	R	8       
          71	dolphin   	1311    	F	8       
          71	dolphin   	1323    	F	8       
          71	sheep     	1633    	F	8       
          71	sheep     	1645    	F	8       
          71	cow       	1525    	F	8       
          71	horse     	708     	R	8       
          71	horse     	1255    	F	8       
          71	horse     	1630    	F	8       
          71	rhino     	697     	F	8       
          71	rhino     	1031    	F	8       
          71	rhino     	1032    	F	8       
          71	rhino     	1397    	R	8       
          71	rhino     	1631    	F	8       
          71	rhino     	1915    	F	8       
          71	cat       	304     	F	8       
          71	cat       	961     	F	8       
          71	cat       	1585    	F	8       
          71	ferret    	837     	R	8       
          71	ferret    	1095    	R	8       
          71	ferret    	1363    	F	8       
          71	dog       	990     	F	8       
          71	dog       	1025    	F	8       
          71	dog       	1026    	F	8       
          71	walrus    	344     	F	8       
          71	walrus    	999     	F	8       
          71	walrus    	1621    	F	8       
          71	panda     	73      	F	8       
          71	panda     	1301    	F	8       
          71	armadillo 	822     	F	9       
          71	elephant  	691     	F	7       
          71	elephant  	855     	R	7       
          71	elephant  	965     	F	7       
          71	elephant  	1092    	R	7       
          71	elephant  	1114    	R	7       
          71	elephant  	1350    	F	7       
          71	elephant  	1362    	F	7       
          71	elephant  	1370    	F	7       
          71	elephant  	1402    	F	7       
          71	elephant  	1447    	F	7       
          71	elephant  	1469    	R	7       
          71	elephant  	1535    	R	7       
          71	elephant  	1569    	R	7       
          71	elephant  	1626    	F	7       
          71	elephant  	1675    	R	7       
          71	elephant  	1710    	R	7       
          71	elephant  	1730    	R	7       
          71	manatee   	367     	F	8       
          71	manatee   	739     	R	8       
          71	manatee   	1052    	F	8       
